Workbook Sheet,Workbook Row,Metric,Level,Location Type,Location,Original Division,Final Division,Report Geography,Mapping Status,Confidence,Matched Evidence,Hierarchy Path
Team,2722,Total Turnover (Rolling 12),2,Cost Center,110904 RHBSRV OP Ctr Physical Therapy PC Campus,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110904 RHBSRV OP Ctr Physical Therapy PC Campus
Team,2723,Total Turnover (Rolling 12),2,Cost Center,110905 RHBSRV OP Ctr Physical Therapy PC Med Plaza,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110905 RHBSRV OP Ctr Physical Therapy PC Med Plaza
Team,2724,Total Turnover (Rolling 12),2,Cost Center,110906 RHBSRV OP Ctr Physical Therapy DEL Victoria,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110906 RHBSRV OP Ctr Physical Therapy DEL Victoria
Team,2725,Total Turnover (Rolling 12),2,Cost Center,110907 RHBSRV OP Ctr Physical Therapy DEL MOB,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110907 RHBSRV OP Ctr Physical Therapy DEL MOB
Team,2726,Total Turnover (Rolling 12),2,Cost Center,110909 RHBSRV OP Ctr Physical Therapy NSB Campus,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110909 RHBSRV OP Ctr Physical Therapy NSB Campus
Team,2727,Total Turnover (Rolling 12),2,Cost Center,110910 RHBSRV OP Ctr Physical Therapy NSB Med Plaza,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110910 RHBSRV OP Ctr Physical Therapy NSB Med Plaza
Team,2728,Total Turnover (Rolling 12),2,Cost Center,110911 RHBSRV OP Ctr Physical Therapy DAY Campus,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110911 RHBSRV OP Ctr Physical Therapy DAY Campus
Team,2729,Total Turnover (Rolling 12),2,Cost Center,110912 RHBSRV OP Ctr Physical Therapy DAY Port Orange HP,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110912 RHBSRV OP Ctr Physical Therapy DAY Port Orange HP
Team,2730,Total Turnover (Rolling 12),2,Cost Center,110913 RHBSRV OP Ctr Physical Therapy FIS Orange City,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110913 RHBSRV OP Ctr Physical Therapy FIS Orange City
Team,2731,Total Turnover (Rolling 12),2,Cost Center,110916 RHBSRV OP Ctr Physical Therapy Heart of Florida,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Heart of Florida,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110916 RHBSRV OP Ctr Physical Therapy Heart of Florida
Team,2732,Total Turnover (Rolling 12),2,Cost Center,110917 RHBSRV OP Ctr Physical Therapy LW Lake Wales,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,CONFIRMED_FACILITY_TO_DIVISION,high,Lake Wales,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110917 RHBSRV OP Ctr Physical Therapy LW Lake Wales
Team,2733,Total Turnover (Rolling 12),2,Cost Center,110921 RHBSRV OP Ctr Physical Therapy West Orange,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110921 RHBSRV OP Ctr Physical Therapy West Orange
Team,2734,Total Turnover (Rolling 12),2,Cost Center,110927 RHBSRV OP Center Physical Therapy 49,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110927 RHBSRV OP Center Physical Therapy 49
Team,2735,Total Turnover (Rolling 12),2,Cost Center,110931 RHBSRV OP Ctr Speech Therapy Celebration,Florida Division Cost Centers by Reporting Hierarchy,CFD,CFD,CONFIRMED_FACILITY_TO_DIVISION,high,Celebration,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110931 RHBSRV OP Ctr Speech Therapy Celebration
Team,2736,Total Turnover (Rolling 12),2,Cost Center,110932 RHBSRV OP Ctr Speech Therapy East,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110932 RHBSRV OP Ctr Speech Therapy East
Team,2737,Total Turnover (Rolling 12),2,Cost Center,110933 RHBSRV OP Ctr Speech Therapy Lake Mary,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110933 RHBSRV OP Ctr Speech Therapy Lake Mary
Team,2738,Total Turnover (Rolling 12),2,Cost Center,110934 RHBSRV OP Ctr Speech Therapy Mills Park Peds,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110934 RHBSRV OP Ctr Speech Therapy Mills Park Peds
Team,2739,Total Turnover (Rolling 12),2,Cost Center,110943 RHBSRV OP Ctr Speech Therapy DAY Campus,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110943 RHBSRV OP Ctr Speech Therapy DAY Campus
Team,2740,Total Turnover (Rolling 12),2,Cost Center,110945 RHBSRV OP Ctr Speech Therapy FIS Orange City,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110945 RHBSRV OP Ctr Speech Therapy FIS Orange City
Team,2741,Total Turnover (Rolling 12),2,Cost Center,110961 RHBSRV Central Scheduling,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000205 Imaging CFD OP Rehab > 110961 RHBSRV Central Scheduling
Team,2742,Total Turnover (Rolling 12),2,Cost Center,110964 LABSRV Lab Phlebotomists,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000206 Imaging CFD OP Lab > 110964 LABSRV Lab Phlebotomists
Team,2743,Total Turnover (Rolling 12),2,Cost Center,110976 LABSRV OP Ctr Lab DS Lake Mary HP,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000206 Imaging CFD OP Lab > 110976 LABSRV OP Ctr Lab DS Lake Mary HP
Team,2744,Total Turnover (Rolling 12),2,Cost Center,110984 LABSRV OP Ctr Lab DS CHWB,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000206 Imaging CFD OP Lab > 110984 LABSRV OP Ctr Lab DS CHWB
Team,2745,Total Turnover (Rolling 12),2,Cost Center,110987 LABSRV OP Ctr Lab DS Port Orange HP,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000206 Imaging CFD OP Lab > 110987 LABSRV OP Ctr Lab DS Port Orange HP
Team,2746,Total Turnover (Rolling 12),2,Cost Center,110988 LABSRV OP Ctr Lab 26,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000206 Imaging CFD OP Lab > 110988 LABSRV OP Ctr Lab 26
Team,2747,Total Turnover (Rolling 12),2,Cost Center,110989 LABSRV OP Ctr Lab Support,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000206 Imaging CFD OP Lab > 110989 LABSRV OP Ctr Lab Support
Team,2748,Total Turnover (Rolling 12),2,Cost Center,110990 LABSRV Distribution Center Logistics,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000206 Imaging CFD OP Lab > 110990 LABSRV Distribution Center Logistics
Team,2749,Total Turnover (Rolling 12),2,Cost Center,110997 ICHP HLTH PRK Clermont,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000207 Imaging Health Parks Support > 110997 ICHP HLTH PRK Clermont
Team,2750,Total Turnover (Rolling 12),2,Cost Center,110999 ICHP HLTH PRK Lake Mary,Florida Division Cost Centers by Reporting Hierarchy,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,low,Florida Division Cost Centers by Reporting Hierarchy,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > Central Florida Division Cost Centers by Reporting Hierarchy > 1054 AdventHealth Imaging Central Florida > 1000207 Imaging Health Parks Support > 110999 ICHP HLTH PRK Lake Mary
