sheet,row,metric,level,location_type,location,real_division,rough_division,recommended_division,confidence,mapping_status,evidence,hierarchy_path,report_support,real_value,rough_value,goal,data_as_of,changed_fields
Team,5003,Total Turnover (Rolling 12),2,Cost Center,124302 ERCC Diagnostic Imaging,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000492 OSED WFD Cape Coral > 124302 ERCC Diagnostic Imaging,Exact facility listed under division in June report,27.7%,27.7%,≤ 17.3%,Jul 2026,Division
Team,5004,Total Turnover (Rolling 12),2,Cost Center,124312 ERCC Patient Access Admitting,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000492 OSED WFD Cape Coral > 124312 ERCC Patient Access Admitting,Exact facility listed under division in June report,54.5%,54.5%,≤ 17.3%,Jul 2026,Division
Team,5005,Total Turnover (Rolling 12),2,Cost Center,124343 PTC MS Medical Unit 2,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124343 PTC MS Medical Unit 2,Exact facility listed under division in June report,27.4%,27.4%,≤ 17.3%,Jul 2026,Division
Team,5006,Total Turnover (Rolling 12),2,Cost Center,124344 PTC MS Medical Unit 3,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124344 PTC MS Medical Unit 3,Exact facility listed under division in June report,30.2%,30.2%,≤ 17.3%,Jul 2026,Division
Team,5007,Total Turnover (Rolling 12),2,Cost Center,124346 PTC Obstetrical,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124346 PTC Obstetrical,Exact facility listed under division in June report,18.1%,18.1%,≤ 17.3%,Jul 2026,Division
Team,5008,Total Turnover (Rolling 12),2,Cost Center,124347 PTC Labor and Delivery,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124347 PTC Labor and Delivery,Exact facility listed under division in June report,10.5%,10.5%,≤ 17.3%,Jul 2026,Division
Team,5009,Total Turnover (Rolling 12),2,Cost Center,124348 PTC Nursery,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124348 PTC Nursery,Exact facility listed under division in June report,14.3%,14.3%,≤ 17.3%,Jul 2026,Division
Team,5010,Total Turnover (Rolling 12),2,Cost Center,124349 PTC PCU Medical,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124349 PTC PCU Medical,Exact facility listed under division in June report,29.3%,29.3%,≤ 17.3%,Jul 2026,Division
Team,5011,Total Turnover (Rolling 12),2,Cost Center,124350 PTC Monitor Techs,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124350 PTC Monitor Techs,Exact facility listed under division in June report,13.7%,13.7%,≤ 17.3%,Jul 2026,Division
Team,5012,Total Turnover (Rolling 12),2,Cost Center,124351 PTC ICU Medical,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124351 PTC ICU Medical,Exact facility listed under division in June report,29.6%,29.6%,≤ 17.3%,Jul 2026,Division
Team,5013,Total Turnover (Rolling 12),2,Cost Center,124352 PTC ICU Cardiology,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124352 PTC ICU Cardiology,Exact facility listed under division in June report,54.5%,54.5%,≤ 17.3%,Jul 2026,Division
Team,5014,Total Turnover (Rolling 12),2,Cost Center,124355 PTC Emergency Department,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124355 PTC Emergency Department,Exact facility listed under division in June report,51.7%,51.7%,≤ 17.3%,Jul 2026,Division
Team,5015,Total Turnover (Rolling 12),2,Cost Center,124357 PTC Cardiology Diagnostic,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124357 PTC Cardiology Diagnostic,Exact facility listed under division in June report,20.7%,20.7%,≤ 17.3%,Jul 2026,Division
Team,5016,Total Turnover (Rolling 12),2,Cost Center,124358 PTC Cardiology EKG,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124358 PTC Cardiology EKG,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,5017,Total Turnover (Rolling 12),2,Cost Center,124359 PTC Cardiology Rehab Stress Lab,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124359 PTC Cardiology Rehab Stress Lab,Exact facility listed under division in June report,11.9%,11.9%,≤ 17.3%,Jul 2026,Division
Team,5018,Total Turnover (Rolling 12),2,Cost Center,124360 PTC Cardiology Cath Lab,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124360 PTC Cardiology Cath Lab,Exact facility listed under division in June report,28.9%,28.9%,≤ 17.3%,Jul 2026,Division
Team,5019,Total Turnover (Rolling 12),2,Cost Center,124363 PTC Renal Dialysis,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124363 PTC Renal Dialysis,Exact facility listed under division in June report,15.6%,15.6%,≤ 17.3%,Jul 2026,Division
Team,5020,Total Turnover (Rolling 12),2,Cost Center,124365 PTC Surgery Room,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124365 PTC Surgery Room,Exact facility listed under division in June report,23.0%,23.0%,≤ 17.3%,Jul 2026,Division
Team,5021,Total Turnover (Rolling 12),2,Cost Center,124366 PTC Surgery Room Ambulatory,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124366 PTC Surgery Room Ambulatory,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,5022,Total Turnover (Rolling 12),2,Cost Center,124367 PTC Surgery Room Cardiovascular,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124367 PTC Surgery Room Cardiovascular,Exact facility listed under division in June report,18.5%,18.5%,≤ 17.3%,Jul 2026,Division
Team,5023,Total Turnover (Rolling 12),2,Cost Center,124368 PTC Surgery Recovery,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124368 PTC Surgery Recovery,Exact facility listed under division in June report,22.9%,22.9%,≤ 17.3%,Jul 2026,Division
Team,5024,Total Turnover (Rolling 12),2,Cost Center,124371 PTC Endoscopy,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124371 PTC Endoscopy,Exact facility listed under division in June report,44.4%,44.4%,≤ 17.3%,Jul 2026,Division
Team,5025,Total Turnover (Rolling 12),2,Cost Center,124372 PTC Wound Care OP,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124372 PTC Wound Care OP,Exact facility listed under division in June report,33.8%,33.8%,≤ 17.3%,Jul 2026,Division
Team,5026,Total Turnover (Rolling 12),2,Cost Center,124375 PTC Computerized Tomography,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124375 PTC Computerized Tomography,Exact facility listed under division in June report,24.7%,24.7%,≤ 17.3%,Jul 2026,Division
Team,5027,Total Turnover (Rolling 12),2,Cost Center,124376 PTC Diagnostic Imaging,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124376 PTC Diagnostic Imaging,Exact facility listed under division in June report,16.3%,16.3%,≤ 17.3%,Jul 2026,Division
Team,5028,Total Turnover (Rolling 12),2,Cost Center,124377 PTC Magnetic Resonance Imaging,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124377 PTC Magnetic Resonance Imaging,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,5029,Total Turnover (Rolling 12),2,Cost Center,124379 PTC Nuclear Medicine,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124379 PTC Nuclear Medicine,Exact facility listed under division in June report,133.3%,133.3%,≤ 17.3%,Jul 2026,Division
Team,5030,Total Turnover (Rolling 12),2,Cost Center,124380 PTC Ultrasound,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124380 PTC Ultrasound,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,5031,Total Turnover (Rolling 12),2,Cost Center,124384 PTC Lab General,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124384 PTC Lab General,Exact facility listed under division in June report,17.8%,17.8%,≤ 17.3%,Jul 2026,Division
Team,5032,Total Turnover (Rolling 12),2,Cost Center,124386 PTC Lab Pathology,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124386 PTC Lab Pathology,Exact facility listed under division in June report,68.6%,68.6%,≤ 17.3%,Jul 2026,Division
Team,5033,Total Turnover (Rolling 12),2,Cost Center,124389 PTC Pharmacy,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124389 PTC Pharmacy,Exact facility listed under division in June report,3.7%,3.7%,≤ 17.3%,Jul 2026,Division
Team,5034,Total Turnover (Rolling 12),2,Cost Center,124391 PTC Occupational Therapy,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124391 PTC Occupational Therapy,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
Team,5035,Total Turnover (Rolling 12),2,Cost Center,124392 PTC Physical Therapy,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124392 PTC Physical Therapy,Exact facility listed under division in June report,10.6%,10.6%,≤ 17.3%,Jul 2026,Division
Team,5036,Total Turnover (Rolling 12),2,Cost Center,124393 PTC Speech Therapy,Florida Division Cost Centers by Reporting Hierarchy,WFD,WFD,high,CONFIRMED_FACILITY_TO_DIVISION,Port Charlotte,AdventHealth > Florida Division Cost Centers by Reporting Hierarchy > West Florida Division Cost Centers by Reporting Hierarchy > 1155 AdventHealth Port Charlotte > 1000491 Port Charlotte > 124393 PTC Speech Therapy,Exact facility listed under division in June report,0.0%,0.0%,≤ 17.3%,Jul 2026,Division
